questionsAnswered,correct_answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
32,11,16.9,5,3,8,2,0,très faible
22,3,13.95,6,3,3,6,1,très faible
24,8,11.09,4,3,3,0,1,très faible
39,30,16.14,8,0,3,2,4,moyen
34,10,17.24,1,2,9,1,4,très faible
22,0,11.73,4,5,12,0,5,très faible
37,30,19.71,7,0,3,3,3,moyen
28,18,19.33,7,3,12,6,4,moyen
39,10,17.29,4,0,16,4,1,très faible
28,18,16.3,6,0,0,3,4,moyen
11,6,15.88,5,0,9,0,1,très faible
18,12,13.96,1,0,10,4,1,faible
17,13,11.77,1,0,8,0,4,très faible
28,27,17.89,1,0,17,6,1,moyen
16,16,16.88,0,0,6,3,4,très faible
31,16,14.35,1,3,15,0,1,faible
19,6,13.55,3,5,11,0,0,très faible
40,29,18.68,2,2,19,2,5,moyen
36,34,11.53,1,1,11,6,0,fort
33,10,14.3,5,5,3,2,0,très faible
26,3,12.33,3,5,6,5,4,très faible
13,3,16.78,8,2,4,6,2,très faible
16,16,10.65,0,0,8,6,5,très faible
27,24,11.92,1,2,9,2,5,moyen
28,15,14.17,3,5,10,0,3,faible
17,2,10.18,6,2,2,6,1,très faible
26,6,19.67,0,0,7,3,4,très faible
14,10,17.17,1,2,18,1,2,très faible
32,18,12.91,4,3,11,5,5,faible
13,6,15.25,3,2,10,5,1,très faible
13,9,12.44,0,0,14,3,0,très faible
25,13,11.65,7,3,17,0,2,faible
20,19,11.88,1,0,14,5,2,faible
26,10,14.21,10,4,0,1,5,très faible
32,19,11.28,6,4,1,0,3,faible
38,36,13.82,0,2,7,4,2,fort
19,7,11.77,9,3,15,1,2,très faible
14,2,19.76,9,1,9,1,2,très faible
22,12,16.06,1,4,7,4,1,faible
16,10,10.79,2,2,20,6,3,très faible
35,21,13.85,1,1,12,0,1,moyen
31,27,14.66,2,1,18,4,5,fort
27,22,11.22,1,1,10,0,3,moyen
26,18,15.59,7,1,8,0,1,moyen
33,11,13.35,2,5,3,6,3,très faible
38,8,12.83,1,2,11,3,4,très faible
25,1,17.45,10,4,0,5,1,très faible
23,1,15.97,8,0,4,3,2,très faible
27,2,12.47,3,2,5,3,3,très faible
24,5,15.86,2,3,14,6,4,très faible
32,23,16.52,7,2,20,5,3,moyen
25,22,11.55,3,0,10,5,0,faible
35,17,13.72,4,2,15,3,2,faible
18,8,15.65,5,4,3,1,2,faible
13,3,18.98,5,5,0,0,0,très faible
12,0,16.96,3,3,1,5,2,très faible
33,29,15.17,0,4,18,3,5,moyen
20,10,13.2,2,2,2,5,1,faible
29,12,11.04,0,4,0,6,4,faible
24,20,13.62,0,1,16,1,1,faible
24,19,10.03,0,1,9,4,5,faible
10,7,19.93,1,2,3,6,2,très faible
16,0,18.31,4,1,20,2,4,très faible
23,16,13.6,7,0,4,1,4,faible
36,17,13.84,6,2,15,4,4,faible
35,29,17.63,3,3,5,6,5,moyen
36,31,10.88,0,5,6,2,2,moyen
26,5,16.47,6,5,19,0,5,très faible
32,24,11.9,0,2,18,6,1,moyen
30,20,18.11,4,5,2,4,0,moyen
28,13,10.43,5,1,16,4,0,faible
11,10,10.58,0,1,14,1,0,très faible
19,18,11.97,0,1,2,4,4,faible
32,29,12.48,1,2,20,3,3,fort
34,29,15.97,3,1,14,3,2,moyen
29,26,14.72,3,0,10,4,2,moyen
16,14,15.79,2,0,4,5,0,très faible
13,5,14.25,0,0,11,1,3,très faible
33,11,15.59,9,1,14,4,3,très faible
38,20,10.11,9,5,7,3,2,faible
37,1,18.86,9,0,3,1,1,très faible
39,28,17.15,9,1,5,6,0,moyen
17,4,18.66,4,3,10,3,2,très faible
24,13,15.22,2,5,18,0,1,faible
26,23,11.14,3,0,18,5,0,moyen
23,12,14.83,2,3,1,5,0,faible
37,24,13.76,4,3,10,6,0,moyen
40,32,10.91,8,0,15,5,1,moyen
10,5,15.67,3,2,18,6,1,très faible
21,1,17.98,1,0,16,0,2,très faible
16,11,18.74,2,3,4,6,2,très faible
27,12,15.98,8,0,14,0,3,faible
26,8,18.6,4,0,0,4,2,très faible
30,29,16.03,1,0,19,4,0,fort
37,15,13.17,6,0,10,1,4,faible
33,31,13.76,1,0,0,2,4,fort
14,3,18.45,1,1,15,1,0,très faible
38,18,12.7,9,3,12,4,2,faible
29,24,14.23,0,4,13,2,1,moyen
13,12,13.71,0,1,17,5,5,très faible
32,19,15.14,0,1,20,6,1,faible
34,21,16.83,3,1,13,2,3,moyen
30,2,16.34,0,5,4,6,2,très faible
32,19,13.75,5,4,0,2,2,faible
36,10,17.31,1,2,10,5,2,très faible
10,8,19.43,1,0,16,6,5,très faible
15,8,12.72,2,5,10,4,2,très faible
26,8,18.93,10,5,0,2,4,très faible
24,5,19.45,0,4,17,0,4,très faible
27,3,10.37,4,2,15,1,1,très faible
32,6,17.94,3,1,6,1,4,très faible
18,11,16.82,2,0,7,2,3,faible
34,5,18.19,7,1,13,1,5,très faible
36,32,19.2,2,0,8,0,1,fort
16,7,17.28,9,0,2,4,4,très faible
19,5,18.18,0,3,2,6,0,très faible
24,7,15.67,2,3,17,1,2,très faible
25,24,19.51,1,0,18,5,1,faible
23,10,19.67,6,3,12,5,3,faible
19,11,12.93,0,5,17,4,0,faible
37,33,13.12,1,1,16,2,2,fort
40,35,18.65,0,1,7,0,1,fort
27,1,13.22,2,5,20,3,5,très faible
35,14,16.15,2,3,13,5,3,faible
38,32,12.73,6,0,2,3,1,moyen
15,3,13.36,2,2,5,4,0,très faible
34,32,11.09,1,1,4,4,0,fort
21,7,13.26,6,4,15,2,4,très faible
13,9,19.64,2,0,13,2,4,très faible
20,1,18.03,6,3,14,1,5,très faible
16,10,10.73,3,3,20,2,4,très faible
12,4,14.64,7,0,13,1,5,très faible
35,0,13.13,4,1,16,2,1,très faible
13,1,15.5,0,5,13,3,0,très faible
26,13,16.73,3,2,10,4,2,faible
21,18,11.58,1,0,15,4,1,faible
35,23,18.96,10,1,1,4,3,moyen
13,2,18.18,8,2,13,3,5,très faible
21,2,14.63,3,1,17,6,0,très faible
21,13,11.0,3,4,10,5,3,faible
35,3,13.69,1,3,0,0,3,très faible
28,13,12.9,5,0,6,6,0,faible
21,3,19.92,9,3,1,6,1,très faible
35,7,13.96,1,1,20,0,1,très faible
24,3,16.62,3,4,8,0,0,très faible
40,10,17.71,8,2,6,3,2,très faible
10,10,14.52,0,0,8,3,1,très faible
33,20,19.57,9,1,3,3,5,moyen
36,7,11.21,4,0,11,3,5,très faible
11,6,12.39,3,2,2,6,5,très faible
20,14,18.31,3,0,1,0,2,faible
30,14,16.39,2,4,1,1,2,faible
21,12,12.2,7,1,16,1,4,faible
23,5,14.06,3,1,9,1,2,très faible
15,15,17.92,0,0,16,0,0,très faible
16,13,12.49,3,0,16,3,2,très faible
37,36,18.12,0,0,19,5,3,fort
26,6,11.02,7,1,12,5,5,très faible
10,4,18.95,1,0,1,5,3,très faible
19,3,19.65,3,0,4,6,2,très faible
23,0,19.77,0,2,15,1,0,très faible
23,11,17.75,0,2,3,0,4,faible
31,30,18.02,0,0,16,2,5,fort
34,29,12.69,3,1,11,6,3,moyen
10,9,13.92,0,0,17,3,4,très faible
33,12,12.89,8,2,0,3,3,très faible
31,7,10.05,0,0,2,3,4,très faible
35,2,13.07,7,3,16,1,2,très faible
34,28,14.41,1,4,5,2,2,moyen
23,21,17.75,1,0,19,0,0,faible
19,9,12.58,0,4,19,0,3,faible
12,0,14.44,4,1,18,2,3,très faible
40,22,11.03,0,5,10,1,5,faible
22,9,11.79,4,0,0,0,0,faible
10,3,14.52,4,3,9,3,2,très faible
19,18,19.53,0,0,11,5,2,faible
13,2,16.94,4,1,8,1,4,très faible
39,38,11.66,1,0,8,6,5,fort
20,19,12.21,0,0,6,3,1,faible
36,3,11.54,8,2,8,1,4,très faible
38,14,18.13,1,2,3,2,3,très faible
28,26,13.2,2,0,16,5,5,moyen
30,21,15.25,1,0,5,0,2,moyen
16,13,18.62,1,0,14,4,2,très faible
33,6,16.19,2,4,9,3,5,très faible
25,23,10.81,2,0,5,5,3,faible
25,3,16.95,1,0,9,6,5,très faible
21,17,10.96,3,1,10,0,3,faible
34,11,15.38,6,1,1,2,4,très faible
15,3,16.05,7,1,18,2,0,très faible
39,25,11.63,2,5,11,5,0,moyen
22,6,19.01,2,0,5,2,3,très faible
36,11,12.94,3,3,20,1,4,très faible
32,5,11.47,4,4,6,3,2,très faible
22,17,18.59,4,1,0,2,3,faible
13,2,18.39,9,2,13,3,4,très faible
35,29,13.83,0,2,1,6,0,moyen
26,0,14.32,4,0,12,6,0,très faible
36,25,18.8,0,5,15,6,3,moyen
22,7,10.71,0,4,11,4,2,très faible
31,4,16.72,5,0,0,6,4,très faible
19,3,18.05,8,2,0,0,5,très faible
31,9,19.52,4,2,5,5,3,très faible
30,3,19.61,5,4,15,4,3,très faible
28,26,12.74,0,2,13,3,4,moyen
29,26,13.19,2,1,2,2,0,moyen
29,0,11.33,3,1,1,1,0,très faible
19,15,10.04,1,1,18,3,3,faible
24,18,10.54,0,0,1,2,4,faible
10,10,17.19,0,0,20,5,1,très faible
37,28,17.51,8,0,14,3,2,moyen
24,4,12.33,10,5,19,2,4,très faible
10,2,10.72,4,2,19,5,4,très faible
15,6,14.29,4,3,4,5,5,très faible
34,9,10.18,2,0,14,1,1,très faible
11,5,16.13,0,0,11,1,3,très faible
24,14,17.46,5,1,4,0,0,faible
21,7,10.94,0,2,13,5,5,très faible
24,0,13.24,4,1,8,4,3,très faible
27,17,13.09,10,0,18,2,4,moyen
13,12,15.48,0,0,9,3,4,très faible
27,17,13.91,5,0,19,3,0,moyen
24,10,15.74,5,1,5,2,1,faible
31,2,15.31,2,3,14,0,3,très faible
38,2,17.26,9,5,1,1,4,très faible
23,6,15.66,10,5,19,5,4,très faible
36,33,15.7,3,0,16,4,4,moyen
27,23,14.45,2,2,7,6,1,moyen
14,5,12.3,5,2,16,2,5,très faible
20,20,13.44,0,0,13,5,1,faible
22,3,14.55,3,0,4,6,0,très faible
36,19,18.33,10,2,4,3,2,faible
13,4,19.97,1,3,4,5,2,très faible
12,7,13.72,3,2,14,2,1,très faible
35,4,18.29,6,1,7,1,5,très faible
14,10,16.64,4,0,1,0,4,très faible
28,24,12.42,0,4,4,0,1,moyen
12,2,18.92,10,0,4,5,1,très faible
34,33,11.24,1,0,11,1,0,fort
18,0,14.07,9,1,6,0,4,très faible
25,11,11.79,1,5,9,3,0,faible
28,28,18.29,0,0,7,1,1,moyen
39,16,18.19,7,2,7,3,2,faible
36,13,13.51,0,3,12,0,2,très faible
34,17,11.82,10,5,20,1,4,faible
32,32,11.91,0,0,14,6,3,fort
27,16,13.05,3,1,14,2,5,faible
38,22,10.54,9,2,6,3,5,faible
40,38,15.99,1,1,12,3,3,fort
10,7,18.59,2,1,14,1,3,très faible
16,9,19.43,6,0,6,1,3,très faible
13,1,11.95,6,2,0,1,5,très faible
40,39,12.88,1,0,20,6,3,fort
24,15,13.36,1,5,18,1,3,faible
14,11,18.92,1,2,17,4,0,très faible
17,12,12.53,1,3,3,5,2,très faible
14,12,10.99,1,1,5,2,3,très faible
34,23,17.81,1,1,9,2,1,moyen
25,11,12.6,10,3,14,2,0,faible
13,4,16.0,4,5,3,1,1,très faible
18,6,16.45,10,1,20,4,5,très faible
23,22,16.59,1,0,14,5,5,faible
11,11,18.64,0,0,19,4,4,très faible
32,29,14.75,1,2,14,1,3,fort
23,22,18.26,1,0,7,1,3,faible
24,19,10.76,3,1,4,2,2,faible
39,9,18.01,8,3,1,3,1,très faible
26,5,12.54,3,1,16,1,5,très faible
23,1,17.08,1,3,2,6,3,très faible
24,22,15.53,1,0,19,2,3,faible
13,10,19.22,3,0,8,2,1,très faible
37,32,18.82,4,1,5,2,4,moyen
31,28,14.04,3,0,1,1,0,moyen
32,2,17.73,6,5,11,6,3,très faible
37,13,12.61,3,2,16,6,2,très faible
40,11,14.99,7,3,13,6,4,très faible
39,9,11.84,8,3,0,4,0,très faible
15,8,12.71,1,4,1,5,0,très faible
31,16,16.61,6,3,1,6,4,faible
35,25,13.37,8,0,0,2,1,moyen
13,12,13.49,1,0,18,2,0,très faible
13,10,14.82,3,0,11,0,0,très faible
30,24,11.37,2,0,1,2,0,moyen
27,26,16.67,1,0,14,3,0,moyen
39,21,17.14,8,3,16,0,4,faible
18,6,19.36,4,5,1,2,0,très faible
16,16,18.95,0,0,3,2,1,très faible
18,6,11.2,9,1,19,1,5,très faible
10,8,16.19,0,1,2,0,2,très faible
16,15,12.97,0,0,15,2,2,très faible
37,20,18.86,8,3,10,0,1,faible
27,1,19.7,7,4,14,2,3,très faible
19,5,12.26,5,5,3,4,4,très faible
37,24,19.37,3,4,10,6,1,moyen
28,15,16.68,10,3,17,2,1,faible
39,10,15.01,10,2,2,0,0,très faible
12,6,14.82,5,1,0,3,1,très faible
38,27,16.79,9,1,12,4,1,moyen
15,10,11.27,5,0,8,0,5,très faible
24,4,14.04,4,5,15,1,4,très faible
16,1,12.94,7,3,16,2,1,très faible
22,22,13.17,0,0,13,5,4,faible
39,10,15.54,6,0,1,3,5,très faible
14,5,15.28,8,0,9,4,2,très faible
12,9,14.8,3,0,10,0,0,très faible
16,0,11.67,10,0,16,6,2,très faible
12,12,11.2,0,0,10,0,4,très faible
19,2,16.09,10,3,19,4,2,très faible
26,23,15.58,2,0,8,4,1,moyen
23,20,12.36,2,1,13,5,0,faible
37,37,16.21,0,0,8,0,5,fort
17,12,16.51,4,1,16,4,1,très faible
18,2,16.29,9,5,12,1,2,très faible
13,4,18.78,1,0,9,1,3,très faible
37,30,17.54,5,2,20,6,1,moyen
18,18,17.56,0,0,2,2,2,faible
25,17,11.31,2,5,6,6,4,faible
28,19,11.65,5,2,3,1,0,moyen
26,26,14.66,0,0,13,3,5,moyen
29,29,13.83,0,0,4,1,3,moyen
22,14,11.64,7,1,20,2,0,faible
36,20,10.47,3,0,16,2,2,faible
29,12,14.34,10,0,4,3,2,faible
19,5,18.02,10,4,16,4,0,très faible
25,13,12.46,4,3,12,3,3,faible
18,9,12.46,6,0,4,1,3,faible
12,9,13.04,2,0,13,1,5,très faible
17,16,10.2,0,0,19,6,2,très faible
23,18,19.94,3,1,10,1,3,faible
28,1,13.87,7,0,17,1,3,très faible
16,13,17.35,2,0,14,5,0,très faible
28,22,13.74,2,1,18,2,4,moyen
15,9,14.81,1,0,19,6,5,très faible
15,5,18.61,3,0,16,6,3,très faible
26,16,18.87,4,1,19,6,0,moyen
25,4,13.77,7,2,16,5,5,très faible
36,4,10.11,7,2,0,3,3,très faible
36,35,13.27,1,0,0,1,2,fort
25,23,12.1,2,0,10,3,5,faible
38,33,14.42,1,2,19,6,1,fort
37,34,16.43,1,0,8,4,5,fort
17,4,17.49,1,4,2,4,3,très faible
14,10,10.48,0,2,18,0,0,très faible
35,20,14.66,8,3,11,6,1,faible
11,7,16.43,0,4,6,0,0,très faible
15,1,13.03,1,4,0,1,0,très faible
12,6,17.49,3,3,12,5,4,très faible
26,3,11.74,6,3,8,0,4,très faible
39,34,13.74,1,4,8,5,2,moyen
23,17,15.42,4,2,20,6,3,faible
19,1,12.42,10,4,19,3,2,très faible
32,16,19.55,1,5,14,0,4,faible
36,26,11.09,7,3,17,0,4,moyen
33,18,14.26,5,4,7,6,5,faible
15,2,13.58,1,5,20,3,4,très faible
26,4,15.03,5,2,5,6,5,très faible
18,8,18.02,9,0,9,0,1,faible
35,29,19.15,6,0,18,1,1,moyen
22,14,10.49,8,0,14,1,1,faible
38,4,11.74,10,1,15,5,2,très faible
17,2,17.91,5,2,7,3,0,très faible
27,0,18.1,7,5,18,6,4,très faible
30,29,10.21,1,0,3,6,1,fort
34,30,18.02,3,1,6,0,1,moyen
37,22,13.49,6,3,11,2,0,faible
24,10,14.79,9,0,1,5,2,faible
21,20,11.37,0,1,17,6,4,faible
39,11,10.4,0,5,12,3,3,très faible
31,30,16.1,0,0,15,4,2,fort
38,20,17.98,6,0,4,1,0,faible
12,4,15.4,3,5,2,4,3,très faible
10,5,17.56,2,0,18,4,0,très faible
12,5,12.52,0,1,18,5,1,très faible
23,8,17.42,4,3,17,2,5,très faible
20,10,12.95,8,2,13,0,4,faible
35,26,16.81,6,2,14,1,2,moyen
38,27,15.32,5,1,15,5,3,moyen
37,2,16.25,3,5,20,0,1,très faible
40,8,18.2,2,5,11,3,5,très faible
24,23,13.84,0,0,0,0,0,faible
37,35,13.3,0,2,17,4,1,fort
25,5,17.75,5,5,11,6,5,très faible
12,9,16.42,2,1,17,6,4,très faible
18,9,15.96,5,0,13,1,4,faible
18,5,18.42,8,5,11,1,3,très faible
40,19,11.17,3,3,6,2,2,faible
16,14,16.05,0,2,7,1,3,très faible
10,4,18.13,2,0,4,6,3,très faible
21,8,17.66,6,0,15,6,5,très faible
14,4,17.67,9,1,17,2,1,très faible
34,8,12.52,9,4,0,0,4,très faible
21,12,16.73,7,1,14,3,1,faible
27,14,15.99,10,1,6,5,0,faible
32,31,14.95,0,1,9,2,1,fort
32,22,17.79,10,0,14,0,5,moyen
33,28,17.06,5,0,10,1,0,moyen
15,1,17.31,1,1,19,4,4,très faible
35,20,11.79,8,3,2,4,5,faible
35,19,15.35,1,4,9,0,3,faible
23,15,14.35,7,1,2,5,0,faible
11,0,18.05,8,0,8,1,4,très faible
29,2,17.1,7,1,9,5,1,très faible
26,9,14.2,8,1,0,6,2,très faible
21,14,18.44,7,0,18,0,5,faible
11,11,12.74,0,0,1,6,3,très faible
14,0,17.44,10,0,16,2,1,très faible
28,7,15.26,1,5,12,6,0,très faible
32,20,15.06,2,1,20,0,2,moyen
23,0,16.24,3,5,7,1,3,très faible
37,14,13.58,2,2,2,3,5,très faible
22,18,10.76,2,0,8,1,1,faible
27,22,13.62,2,3,14,5,0,moyen
39,25,11.67,3,3,15,5,0,moyen
37,2,18.14,0,0,19,2,2,très faible
38,17,14.54,3,2,9,1,5,faible
18,3,17.11,5,4,2,4,4,très faible
36,36,14.78,0,0,18,6,4,très fort
15,6,15.43,2,3,7,2,1,très faible
21,2,19.9,7,5,13,3,3,très faible
21,11,17.84,3,5,13,2,4,faible
24,18,10.55,1,2,14,5,2,faible
27,26,11.55,1,0,4,1,2,moyen
23,12,16.8,5,0,4,3,3,faible
31,10,19.88,5,1,18,3,3,très faible
22,17,12.52,5,0,19,2,5,faible
38,14,10.77,8,0,9,4,0,très faible
30,15,15.0,9,1,6,2,0,faible
16,6,17.54,1,4,19,2,2,très faible
28,18,16.63,7,2,18,2,3,moyen
27,8,16.29,2,3,8,3,5,très faible
27,5,13.8,0,5,15,3,5,très faible
23,8,18.55,6,3,0,4,2,très faible
39,16,10.68,0,3,9,6,0,faible
40,13,11.06,2,1,15,4,3,très faible
17,11,15.8,2,1,16,0,1,très faible
14,13,12.14,1,0,16,6,5,très faible
24,12,17.78,4,4,3,0,1,faible
30,14,17.8,9,0,11,3,4,faible
38,2,19.43,9,5,15,6,5,très faible
11,6,18.7,1,4,1,0,4,très faible
21,17,18.57,3,1,15,2,3,faible
13,10,13.66,0,3,18,1,5,très faible
18,2,14.06,10,5,12,3,5,très faible
13,8,15.17,3,0,8,4,1,très faible
17,5,13.02,0,0,8,0,3,très faible
14,6,13.72,1,3,16,5,0,très faible
22,15,19.8,3,0,4,2,4,faible
10,10,13.82,0,0,14,6,0,très faible
23,5,12.37,7,1,6,1,0,très faible
13,12,17.68,0,1,18,1,1,très faible
37,13,17.63,6,4,0,0,4,très faible
29,27,10.79,0,1,5,0,1,moyen
31,21,12.33,10,0,0,0,3,moyen
29,3,17.29,7,4,4,6,2,très faible
37,20,15.34,3,5,1,2,1,faible
21,21,16.8,0,0,18,4,0,faible
13,3,14.16,2,0,14,4,2,très faible
31,2,15.86,8,1,14,4,4,très faible
16,10,12.19,6,0,18,2,0,très faible
21,8,13.21,1,0,10,3,0,très faible
10,8,15.47,2,0,20,3,2,très faible
15,2,17.86,8,5,6,5,0,très faible
17,6,12.63,2,2,12,0,1,très faible
24,8,19.48,4,3,17,3,4,très faible
25,20,16.37,0,4,6,2,5,faible
34,1,18.41,0,5,17,3,3,très faible
35,16,14.0,5,2,12,0,0,faible
28,4,17.01,5,1,0,0,4,très faible
26,22,14.02,4,0,18,4,4,moyen
26,25,12.57,1,0,1,6,2,moyen
17,7,10.77,7,1,16,5,5,très faible
28,8,16.97,5,5,6,2,3,très faible
33,13,18.19,10,0,11,0,0,très faible
25,7,12.5,2,4,11,0,0,très faible
33,29,18.27,0,4,11,5,2,moyen
40,33,14.86,4,3,1,0,2,moyen
17,13,18.5,0,0,19,1,4,très faible
10,6,10.79,3,1,11,6,1,très faible
27,19,19.54,8,0,5,4,3,moyen
39,36,14.13,1,2,4,1,2,fort
14,3,11.91,9,1,17,6,1,très faible
16,11,12.39,5,0,6,3,0,très faible
28,3,13.78,4,0,15,6,5,très faible
18,8,11.02,2,3,7,6,4,faible
37,10,15.02,1,3,4,5,3,très faible
20,9,15.8,6,1,16,1,3,faible
14,6,12.14,7,1,13,1,0,très faible
31,10,17.17,6,5,9,3,0,très faible
30,2,11.13,5,3,17,6,1,très faible
39,2,10.07,4,3,17,6,4,très faible
15,3,19.66,7,5,9,0,4,très faible
26,11,16.11,9,5,10,3,0,faible
12,8,18.03,4,0,7,5,4,très faible
36,28,14.51,2,1,5,1,5,moyen
37,16,19.88,5,2,3,2,4,faible
25,11,18.04,9,0,0,5,0,faible
28,17,16.6,4,3,9,5,2,moyen
22,12,14.56,0,0,20,6,1,faible
11,10,17.15,1,0,6,1,3,très faible
11,2,16.74,6,1,8,4,2,très faible
28,1,19.85,3,4,15,1,2,très faible
26,22,12.01,3,0,7,4,4,moyen
10,7,15.96,1,0,6,2,0,très faible
21,8,19.29,2,1,4,3,4,très faible
28,10,17.79,5,4,1,1,0,très faible
35,21,10.52,8,2,19,1,2,moyen
17,13,16.81,2,1,12,0,1,très faible
15,2,18.69,5,1,12,6,4,très faible
18,18,16.67,0,0,7,1,3,faible
31,15,13.74,10,4,18,3,0,faible
19,2,13.31,9,0,13,3,4,très faible
22,14,15.32,0,4,3,6,4,faible
11,3,10.95,0,5,0,0,4,très faible
34,18,13.08,3,3,3,2,1,faible
19,14,17.79,5,0,19,4,1,faible
25,18,16.19,0,2,7,2,3,faible
25,22,19.37,3,0,1,2,3,faible
28,1,11.48,9,3,11,1,4,très faible
23,14,15.29,0,3,4,4,0,faible
15,6,10.4,8,1,3,4,5,très faible
10,3,12.77,6,1,18,4,0,très faible
26,24,14.13,2,0,13,0,0,moyen
14,7,12.46,2,2,4,4,0,très faible
11,1,18.05,4,3,7,1,1,très faible
35,9,12.1,2,1,14,4,3,très faible
10,7,16.8,0,0,4,4,3,très faible
15,5,12.18,6,2,14,1,3,très faible
25,11,14.33,10,4,0,6,5,faible
15,10,15.17,5,0,20,4,3,très faible
27,16,19.24,3,3,2,2,4,faible
27,11,17.8,9,0,14,3,2,faible
34,20,18.5,9,2,18,0,4,faible
18,10,15.04,3,5,16,4,3,faible
37,8,12.76,1,5,13,2,2,très faible
27,27,19.15,0,0,8,2,0,moyen
23,18,11.57,2,3,18,4,5,faible
17,3,16.93,10,2,15,5,1,très faible
34,7,14.85,0,1,9,4,2,très faible
21,15,11.44,4,1,15,2,2,faible
38,0,18.75,7,2,9,0,3,très faible
12,1,17.59,2,2,6,0,5,très faible
10,9,15.93,1,0,5,1,5,très faible
13,2,16.07,10,0,14,4,2,très faible
26,26,12.62,0,0,4,0,2,moyen
12,7,18.84,2,0,17,6,4,très faible
40,39,17.78,0,1,0,0,2,fort
29,26,15.14,0,2,5,4,0,moyen
38,36,10.4,2,0,9,5,1,fort
14,8,17.59,0,4,10,5,4,très faible
12,9,17.12,0,2,15,1,0,très faible
20,8,11.02,10,1,7,6,3,faible
38,22,12.84,4,4,10,6,1,faible
37,3,14.07,9,4,16,1,5,très faible
34,32,11.19,0,0,3,1,2,fort
24,24,18.55,0,0,19,5,4,faible
22,14,10.26,2,4,14,0,3,faible
26,20,19.74,4,1,3,0,3,moyen
33,22,16.56,1,0,17,0,3,moyen
28,25,19.86,3,0,11,0,4,moyen
27,1,17.14,4,2,15,0,2,très faible
29,18,18.65,10,1,0,3,1,moyen
35,30,11.96,1,3,13,5,3,moyen
19,16,10.43,3,0,7,4,1,faible
38,28,13.84,7,3,9,6,3,moyen
18,5,16.26,7,5,17,5,4,très faible
22,20,16.68,0,1,15,4,0,faible
38,0,13.51,1,4,6,1,1,très faible
34,24,15.86,1,4,6,2,5,moyen
37,29,19.72,0,4,9,6,0,moyen
28,2,18.49,1,2,2,4,0,très faible
30,19,13.18,4,3,7,3,2,moyen
30,27,16.45,1,2,17,3,5,fort
28,20,19.16,6,2,2,0,5,moyen
37,14,17.65,6,3,0,2,0,très faible
10,2,15.55,4,3,7,4,0,très faible
20,1,15.48,1,4,7,0,2,très faible
23,3,11.52,1,4,1,2,1,très faible
34,1,19.12,2,1,3,0,3,très faible
32,11,12.89,6,3,16,0,1,très faible
14,10,10.49,4,0,8,0,1,très faible
26,11,16.68,7,3,12,2,4,faible
20,17,10.0,3,0,10,6,3,faible
12,1,12.85,5,3,8,1,1,très faible
29,0,10.22,6,4,7,1,2,très faible
31,31,18.07,0,0,12,4,2,fort
21,2,10.71,0,0,3,3,4,très faible
25,25,12.96,0,0,16,1,4,faible
29,0,19.48,3,2,8,0,1,très faible
35,28,11.79,5,0,5,6,4,moyen
38,11,14.2,5,0,12,0,4,très faible
39,8,17.09,1,4,9,4,0,très faible
22,4,11.37,10,3,9,4,1,très faible
37,23,17.08,7,3,6,6,3,moyen
24,0,19.29,10,4,15,0,0,très faible
33,6,10.28,5,4,2,3,3,très faible
23,7,11.28,2,2,9,3,4,très faible
29,18,16.4,5,0,4,5,4,moyen
37,17,14.53,2,0,4,0,3,faible
24,19,11.29,0,2,5,3,5,faible
29,1,14.7,0,1,2,5,2,très faible
22,13,18.61,0,2,10,6,3,faible
11,3,19.89,1,0,11,4,5,très faible
26,18,14.01,4,3,14,5,1,moyen
18,3,17.62,9,0,9,5,0,très faible
15,4,16.82,0,0,10,3,2,très faible
32,5,16.33,4,2,14,1,4,très faible
37,19,15.3,8,0,7,6,1,faible
33,10,17.78,6,1,10,6,1,très faible
35,15,11.7,10,5,1,0,0,faible
40,25,14.19,0,5,12,6,0,moyen
39,9,14.5,6,2,12,0,2,très faible
36,7,13.3,4,0,14,0,0,très faible
33,25,13.68,6,0,7,6,1,moyen
23,21,13.29,1,0,9,4,5,faible
39,0,16.18,8,0,4,1,5,très faible
21,13,11.57,7,1,4,0,4,faible
36,2,11.51,8,0,20,1,0,très faible
25,1,14.31,9,0,13,2,1,très faible
30,0,15.73,8,4,5,6,4,très faible
38,32,15.44,2,3,17,0,5,moyen
16,1,19.78,6,1,6,5,5,très faible
10,2,10.56,8,0,18,6,1,très faible
31,22,17.59,7,0,19,0,5,moyen
40,25,16.93,6,4,12,4,3,moyen
40,0,12.48,1,1,13,2,2,très faible
25,12,12.44,0,0,12,2,1,faible
29,2,12.62,2,3,12,6,2,très faible
25,13,16.56,2,5,1,2,0,faible
33,3,16.93,8,0,1,6,4,très faible
37,34,11.8,3,0,7,3,3,moyen
38,0,13.79,0,1,13,6,0,très faible
28,2,11.59,0,0,4,5,5,très faible
16,3,12.25,5,3,12,1,1,très faible
32,16,18.57,10,4,3,4,0,faible
18,16,19.61,1,0,0,3,0,faible
17,16,18.95,1,0,12,4,0,très faible
39,25,10.65,9,5,15,5,4,moyen
30,25,19.45,3,0,9,5,5,moyen
38,0,15.12,2,5,14,1,3,très faible
16,14,11.88,2,0,9,3,4,très faible
27,11,19.71,2,2,9,0,4,faible
20,1,11.53,7,4,13,5,4,très faible
